Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Exclusive Shelf,Categories
40509935,Strangeways: A Prison Officer's Story,Neil Samworth,"Samworth, Neil",,1509883533,9.78151E+12,4,4.05,Sidgwick & Jackson,Kindle Edition,298,2018,2018,24/01/2023,24/01/2023,read,['Biography & Autobiography']
59712271,In Little Stars,Linda Green,"Green, Linda",,1787478777,9.78179E+12,0,4.47,Quercus,Kindle Edition,387,2022,,12/01/2023,02/01/2023,read,['Fiction']
55930449,The Snow Song,Sally Gardner,"Gardner, Sally",,8217432,9.78001E+12,0,4.01,HQ,ebook,384,2020,2020,12/01/2023,25/12/2022,read,['N/A']
61322361,"Someday, Maybe",Onyi Nwabineli,"Nwabineli, Onyi",,861543521,9.78086E+12,0,3.9,Magpie,Kindle Edition,349,2022,2022,02/01/2023,29/12/2022,read,['N/A']
58738008,The Fell,Sarah Moss,"Moss, Sarah",,1529083257,9.78153E+12,0,3.63,Picador,Kindle Edition,193,2021,2021,29/12/2022,10/11/2022,read,['Fiction']
59537956,The Secret of Elephants,Vasundra Tailor,"Tailor, Vasundra",,1542038200,9.78154E+12,0,4.09,Lake Union Publishing,Kindle Edition,305,2022,2022,29/12/2022,04/12/2022,read,['Fiction']
48589363,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,1529019303,9.78153E+12,0,4.31,Picador,ebook,449,2020,2020,29/12/2022,08/12/2022,read,['Fiction']
61361686,Limberlost,Robbie Arnott,"Arnott, Robbie",,,,5,4.25,Atlantic Books,Kindle Edition,211,2022,2022,24/11/2022,22/11/2022,read,['N/A']
50707360,Daughters of Night,Laura Shepherd-Robinson,"Shepherd-Robinson, Laura",,1509880852,9.78151E+12,4,4.17,Mantle,Kindle Edition,498,2021,2021,22/11/2022,13/11/2022,read,['Fiction']
58022057,A Day Like This,Kelley McNeil,"McNeil, Kelley",,1542030439,9.78154E+12,0,4.2,Lake Union Publishing,Kindle Edition,287,2021,2021,10/11/2022,07/11/2022,read,['N/A']
60470234,Trespasses,Louise Kennedy,"Kennedy, Louise",,,,5,3.99,Bloomsbury Publishing,Kindle Edition,320,2022,2022,03/11/2022,31/10/2022,read,['N/A']
12900260,Slammerkin: The compelling historical novel from the author of LEARNED BY HEART (Virago Modern Classics),Emma Donoghue,"Donoghue, Emma",,748133445,9.78075E+12,5,3.75,,Kindle Edition,425,,2001,19/04/2022,27/03/2022,read,['N/A']
11550621,Brick Lane,Monica Ali,"Ali, Monica",,,,2,3.45,,Kindle Edition,396,,2003,19/04/2022,12/03/2022,read,['N/A']
56029244,Bellman & Black,Diane Setterfield,"Setterfield, Diane",,,,5,3.17,Orion,Kindle Edition,320,2020,2013,16/07/2022,26/06/2022,read,['N/A']
36418847,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,,,2,3.63,Vintage Digital,Kindle Edition,304,2018,2018,24/07/2022,18/07/2022,read,['N/A']
56578667,Victoria Park,Gemma Reeves,"Reeves, Gemma",,176087406X,9.78176E+12,3,3.6,Allen & Unwin,Kindle Edition,227,2021,2021,24/07/2022,18/07/2022,read,['Fiction']
50275986,Strange Flowers,Donal Ryan,"Ryan, Donal",,1473544610,9.78147E+12,4,3.81,Transworld Digital,Kindle Edition,218,2020,2020,11/09/2022,06/09/2022,read,['Fiction']
25525225,The Diet Myth: The Real Science Behind What We Eat,Tim Spector,"Spector, Tim",,,,5,4.25,Weidenfeld & Nicolson,Kindle Edition,419,2015,2015,11/09/2022,09/02/2021,read,['N/A']
54170195,More Than a Woman,Caitlin Moran,"Moran, Caitlin",,,,3,4.15,Ebury Digital,Kindle Edition,279,2020,2020,25/09/2022,19/09/2022,read,['N/A']
57247565,Giving Up the Ghost : A Memoir,Hilary Mantel,"Mantel, Hilary",,7354916,9.78001E+12,4,3.95,Harper Perennial,Kindle Edition,274,2009,2003,04/10/2022,25/09/2022,read,['N/A']
60779751,Africa Is Not A Country: Breaking Stereotypes of Modern Africa,Dipo Faloyin,"Faloyin, Dipo",,1473593433,9.78147E+12,5,4.43,Vintage Digital,Kindle Edition,340,2022,2022,,26/10/2022,currently-reading,['Social Science']
56591783,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,1789558980,9.78179E+12,2,3.75,Legend Press,Kindle Edition,320,2021,2021,27/10/2022,19/10/2022,read,['Fiction']
46204725,Sister of Mine,Laurie Petrou,"Petrou, Laurie",,857303406,9.78086E+12,5,3.5,No Exit Press,Kindle Edition,243,2019,2023,27/10/2022,23/10/2022,read,['N/A']
56792855,Careless,Kirsty Capes,"Capes, Kirsty",,,,5,3.97,Orion,Kindle Edition,336,2021,2021,22/10/2022,16/10/2022,read,['N/A']
61423113,Why Did You Stay?: A memoir about self-worth,Rebecca Humphries,"Humphries, Rebecca",,,,3,4.02,Sphere,Kindle Edition,416,2022,2022,22/10/2022,19/10/2022,read,['N/A']
59008076,The Herd,Emily Edwards,"Edwards, Emily",,1473592097,9.78147E+12,2,4.03,Transworld Digital,Kindle Edition,344,2022,2021,16/10/2022,12/10/2022,read,['N/A']
11448087,"We, the Drowned",Carsten Jensen,"Jensen, Carsten",Charlotte Barslund,,,0,4.24,,Kindle Edition,693,,2006,11/09/2022,12/12/2021,read,['N/A']
59044223,Where the Sky Begins,Rhys Bowen,"Bowen, Rhys",,154202885X,9.78154E+12,0,4.33,Lake Union Publishing,Kindle Edition,364,2022,2022,04/09/2022,29/08/2022,read,['N/A']
60482712,Stargazer,Laurie Petrou,"Petrou, Laurie",,,,5,3.72,VERVE Books,Kindle Edition,257,2022,2022,29/08/2022,20/08/2022,read,['N/A']
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,,,5,4.1,Harper Perennial Modern Classics,Paperback,546,2005,1998,,05/01/2020,read,['N/A']
57486339,Em's Awful Good Fortune: A Novel,Marcie Maxfield,"Maxfield, Marcie",,1647421438,9.78165E+12,2,3.94,She Writes Press,Kindle Edition,250,2021,,08/08/2022,06/08/2022,read,['N/A']
59616468,This Place of Wonder,Barbara O'Neal,"O'Neal, Barbara",,,,3,4.27,Lake Union Publishing,Kindle Edition,316,2022,2022,08/08/2022,07/08/2022,read,['N/A']
11683176,When You Are Engulfed in Flames,David Sedaris,"Sedaris, David",,748125930,9.78075E+12,5,4.08,,Kindle Edition,320,,2005,16/07/2022,22/04/2022,read,['N/A']
19179042,Offshore,Penelope Fitzgerald,"Fitzgerald, Penelope",Alan Hollinghurst,7373821,,0,3.59,Fourth Estate,Kindle Edition,210,2013,1979,16/07/2022,07/07/2022,read,['N/A']
55032574,The Truth Must Dazzle Gradually,Helen Cullen,"Cullen, Helen",,,,3,3.93,Penguin,Kindle Edition,325,2020,2020,25/04/2022,19/04/2022,read,['N/A']
55776876,All My Mothers,Joanna Glen,"Glen, Joanna",,8410607,,4,4.43,The Borough Press,Kindle Edition,473,2021,,02/05/2022,25/04/2022,read,['N/A']
12741012,In a Good Light,Clare Chambers,"Chambers, Clare",,,,4,4.36,Cornerstone Digital,Kindle Edition,512,2009,2004,08/05/2022,02/05/2022,read,['N/A']
21126649,The Last Days of Rabbit Hayes,Anna McPartlin,"McPartlin, Anna",,,,4,4.26,Transworld Digital,Kindle Edition,448,2014,2014,26/05/2022,19/05/2022,read,['N/A']
57950332,The Vanishing of Audrey Wilde,Eve Chase,"Chase, Eve",,,,3,3.94,Penguin,Kindle Edition,324,2021,2017,24/06/2022,20/06/2022,read,['N/A']
43635089,Among the Lesser Gods,Margo Catts,"Catts, Margo",,1628727403,9.78163E+12,4,4.12,Arcade,Kindle Edition,338,2017,2017,16/06/2022,16/06/2022,read,['Fiction']
11312970,The Men and the Girls,Joanna Trollope,"Trollope, Joanna",,,,2,3.72,Transworld Digital,Kindle Edition,260,2010,1992,15/05/2022,11/05/2022,read,['N/A']
60497502,My Evil Mother,Margaret Atwood,"Atwood, Margaret",,1662504497,9.78166E+12,0,3.89,Amazon Original Stories,Kindle Edition,32,2022,2022,11/05/2022,08/05/2022,read,['N/A']
57796741,In Every Mirror She's Black,Lola Akinmade Åkerström,"Åkerström, Lola Akinmade",,1801108617,9.7818E+12,0,3.82,Head of Zeus - Apollo,Kindle Edition,416,2021,2021,19/04/2022,20/03/2022,read,['Fiction']
59837201,These Days,Lucy Caldwell,"Caldwell, Lucy",,,,0,3.7,Faber & Faber,Kindle Edition,252,2022,2022,19/04/2022,30/03/2022,read,['N/A']
19202923,Seesaw,Deborah Moggach,"Moggach, Deborah",,,,4,3.81,Vintage Digital,Kindle Edition,338,2012,1996,12/03/2022,09/03/2022,read,['N/A']
53930569,The Bean Trees,Barbara Kingsolver,"Kingsolver, Barbara",,349144540,9.78035E+12,0,4,Abacus,Kindle Edition,342,2020,1988,09/03/2022,03/03/2022,read,['N/A']
18927614,Longbourn,Jo Baker,"Baker, Jo",,,,0,3.66,Transworld Digital,Kindle Edition,338,2013,2013,,26/02/2022,read,['N/A']
55776818,Kololo Hill,Neema Shah,"Shah, Neema",,1529030528,9.78153E+12,0,3.91,Picador,Kindle Edition,353,2021,,24/02/2022,19/02/2022,read,['Fiction']
57112269,We Are Not in the World,Conor O'Callaghan,"O'Callaghan, Conor",,,,0,3.61,Transworld Digital,Kindle Edition,264,2021,,19/02/2022,25/01/2022,read,['N/A']
56448858,Light Perpetual,Francis Spufford,"Spufford, Francis",,,,4,3.67,Faber & Faber,Kindle Edition,315,2021,2021,15/02/2022,09/02/2022,read,['N/A']
25574156,The Vorrh,Brian Catling,"Catling, Brian",,1473606608,9.78147E+12,0,3.46,Coronet,Kindle Edition,514,2015,2012,09/02/2022,21/01/2021,read,['Fiction']
12398034,The Story of English in 100 Words,David Crystal,"Crystal, David",,,,0,3.92,,Kindle Edition,300,,2011,09/02/2022,23/09/2021,read,['N/A']
59766379,A Terrible Kindness,Jo Browning Wroe,"Wroe, Jo Browning",,571368328,9.78057E+12,0,4.3,Faber & Faber,Kindle Edition,377,2022,2022,03/02/2022,30/01/2022,read,['N/A']
57894984,How to Save a Life,Eva Carter,"Carter, Eva",,1529038685,9.78153E+12,0,3.76,Mantle,ebook,448,2021,2021,,24/01/2022,read,['N/A']
21143923,Back Trouble,Clare Chambers,"Chambers, Clare",,,,0,3.75,Cornerstone Digital,Kindle Edition,208,2011,1994,24/01/2022,19/01/2022,read,['N/A']
50908163,Rodham,Curtis Sittenfeld,"Sittenfeld, Curtis",,,,0,3.83,Transworld Digital,Kindle Edition,426,2020,2020,19/01/2022,16/01/2022,read,['N/A']
60047565,Rachel's Holiday (Walsh Family #2),Marian Keyes,"Keyes, Marian",,,,0,4,Penguin,Kindle Edition,611,2021,1997,,09/01/2022,read,['N/A']
44285117,The Dressmaker's Gift,Fiona Valpy,"Valpy, Fiona",,1542005140,9.78154E+12,0,4.23,Lake Union Publishing,Kindle Edition,276,2019,2019,17/12/2021,15/12/2021,read,['N/A']
34616178,The Girlfriend,Michelle Frances,"Frances, Michelle",,,,0,3.78,Pan,Kindle Edition,369,2017,2017,,15/12/2021,read,['N/A']
57958001,How To Save Our Planet: The Facts,Mark Maslin,"Maslin, Mark",,,,0,3.84,Penguin Life,Kindle Edition,250,2021,2021,12/12/2021,08/12/2021,read,['N/A']
39797267,The Guilty Feminist: From Our Noble Goals to Our Worst Hypocrisies,Deborah Frances-White,"Frances-White, Deborah",,349010110,9.78035E+12,0,4.15,Virago,Kindle Edition,332,2018,2018,12/12/2021,09/12/2021,read,['N/A']
54651516,Digital Minimalism: On Living Better with Less Technology,Cal Newport,"Newport, Cal",,,,0,4.06,Penguin,Kindle Edition,294,2019,2019,08/12/2021,12/11/2021,read,['N/A']
25929926,The Color of Water in July,Nora Carroll,"Carroll, Nora",,150390637X,9.7815E+12,0,3.89,Lake Union Publishing,Kindle Edition,251,2015,2011,08/12/2021,28/11/2021,read,['N/A']
43807935,When She Returned,Lucinda Berry,"Berry, Lucinda",,1542092914,9.78154E+12,0,4,Thomas & Mercer,Kindle Edition,293,2019,2019,08/12/2021,30/11/2021,read,['N/A']
11538304,The Betrayal,Helen Dunmore,"Dunmore, Helen",,141946032,9.78014E+12,0,4.04,Penguin,Kindle Edition,348,2010,2010,,26/11/2021,read,['N/A']
48765789,The Glass House,Eve Chase,"Chase, Eve",,,,4,3.98,Penguin,Kindle Edition,393,2020,2020,21/11/2021,21/11/2021,read,['N/A']
19450537,A Dry Spell,Clare Chambers,"Chambers, Clare",,,,0,3.9,Cornerstone Digital,Kindle Edition,372,2011,2000,11/11/2021,08/11/2021,read,['N/A']
52117365,"Starter Sourdough: The Step-by-Step Guide to Sourdough Starters, Baking Loaves, Baguettes, Pancakes, and More",Carroll Pellegrinelli,"Pellegrinelli, Carroll",,1641521651,9.78164E+12,0,4.03,Rockridge Press,Kindle Edition,226,2019,,,06/11/2021,read,['Cooking']
48746177,The Girl with the Louding Voice,Abi Daré,"Daré, Abi",,1529359252,9.78153E+12,5,4.43,Sceptre,Kindle Edition,392,2020,2020,04/11/2021,31/10/2021,read,['N/A']
50279100,The Glass Woman,Caroline Lea,"Lea, Caroline",,,,2,3.69,Penguin,Kindle Edition,400,2020,2019,19/10/2021,08/10/2021,read,['N/A']
57900821,Don't Ask,Paul           Carroll,"Carroll, Paul",,1800469543,9.7818E+12,0,3.71,Matador,Kindle Edition,219,2021,2021,,13/10/2021,read,['N/A']
11055337,Confessions of a GP (The Confessions Series),Benjamin  Daniels,"Daniels, Benjamin",,,,0,3.71,The Friday Project,Kindle Edition,327,2010,2010,,07/10/2021,read,['N/A']
55707690,The Promise,Lucy Diamond,"Diamond, Lucy",,1529027055,9.78153E+12,3,4.02,Macmillan,Kindle Edition,480,2021,2020,07/10/2021,05/10/2021,read,['Fiction']
39279352,Eva Luna,Isabel Allende,"Allende, Isabel",,,,0,4,Scribner UK,Kindle Edition,370,2018,1987,03/10/2021,27/09/2021,read,['N/A']
51286286,The Binding,Bridget Collins,"Collins, Bridget",,,,0,3.86,The Borough Press,Kindle Edition,445,2020,2019,26/09/2021,23/09/2021,read,['N/A']
56526134,Mrs England,Stacey Halls,"Halls, Stacey",,1838772898,9.78184E+12,0,3.91,Manilla Press,ebook,338,2021,2021,22/09/2021,20/09/2021,read,['Fiction']
58732911,How the One-Armed Sister Sweeps Her House,Cherie  Jones,"Jones, Cherie",,,,3,3.69,Tinder Press,Kindle Edition,289,2021,2021,19/09/2021,19/09/2021,read,['N/A']
19454006,Celestial Navigation,Anne Tyler,"Tyler, Anne",,,,0,3.75,Vintage Digital,Kindle Edition,290,2012,1974,,19/09/2021,read,['N/A']
19487771,The Editor's Wife,Clare Chambers,"Chambers, Clare",,,,0,3.96,Cornerstone Digital,Kindle Edition,404,2009,2007,15/09/2021,31/08/2021,read,['N/A']
41941623,The Doll Factory,Elizabeth Macneal,"Macneal, Elizabeth",,1529002400,9.78153E+12,0,3.77,Picador,Kindle Edition,336,2019,2019,15/09/2021,13/09/2021,read,['Fiction']
51823546,Here Comes the Miracle,Anna Beecher,"Beecher, Anna",,,,0,4.29,Weidenfeld & Nicolson,Kindle Edition,240,2021,2021,08/09/2021,05/09/2021,read,['N/A']
34103858,The Outcasts of Time,Ian Mortimer,"Mortimer, Ian",,147114657X,9.78147E+12,0,3.71,Simon & Schuster UK,Kindle Edition,400,2017,2017,,31/08/2021,read,['Fiction']
12383105,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,"Russell, Mary Doria",,,,5,4.14,Transworld Digital,Kindle Edition,503,2010,1996,,30/08/2021,read,['N/A']
21313145,Vauxhall,Gabriel Gbadamosi,"Gbadamosi, Gabriel",,1846591473,9.78185E+12,2,3.62,Telegram Books,Kindle Edition,322,2013,2013,,30/08/2021,read,['N/A']
40075001,Saving Grace: A Memoir of Weight Loss,Grace Kitto,"Kitto, Grace",,1910463930,9.78191E+12,5,3.92,September Publishing,Kindle Edition,288,2018,,,30/08/2021,read,['N/A']
43249827,The Old Drift,Namwali Serpell,"Serpell, Namwali",,1784703990,,5,3.74,Vintage Digital,Kindle Edition,568,2019,2019,,30/08/2021,read,['Fiction']
46211097,The Foundling,Stacey Halls,"Halls, Stacey","Patrick Knowles, Lucy Rose Cartwright",,,5,3.99,Manilla Press,Kindle Edition,370,2020,2020,,30/08/2021,read,['N/A']
54237530,Chickenology: The Ultimate Encyclopedia (The Farm Animal Series),Barbara Sandri,"Sandri, Barbara","Francesco Giubbilini, Camilla Pintonato",1616899085,9.78162E+12,0,4.39,Princeton Architectural Press,Hardcover,80,2021,2021,,30/08/2021,read,['Juvenile Nonfiction']
19770282,The Wrong Knickers: A Decade of Chaos,Bryony Gordon,"Gordon, Bryony",,1472210166,9.78147E+12,3,3.78,Headline,Kindle Edition,322,2014,2014,,30/08/2021,read,['Biography & Autobiography']
42937238,Maid: A Barack Obama Summer Reading Pick and now a major Netflix series!,Stephanie  Land,"Land, Stephanie",,,,4,3.85,Trapeze,Kindle Edition,289,2019,2019,,30/08/2021,read,['N/A']
20653488,The Lie,Helen Dunmore,"Dunmore, Helen",,,,0,3.63,Cornerstone Digital,Kindle Edition,306,2014,2014,27/08/2021,26/08/2021,read,['N/A']
56866612,Snowflake,Louise Nealon,"Nealon, Louise",,,,0,3.86,Manilla Press,Kindle Edition,252,2021,2021,26/08/2021,19/08/2021,read,['N/A']
53714630,Pizza Girl,Jean Kyoung Frazier,"Frazier, Jean Kyoung",,000843154X,,3,3.36,HQ,Kindle Edition,208,2020,2020,25/08/2021,25/08/2021,read,['Fiction']
58520590,Black Rabbit Hall,Eve Chase,"Chase, Eve",,,,0,3.95,Penguin,Kindle Edition,395,2021,2015,,19/08/2021,read,['N/A']
56941439,Everything Is Beautiful,Eleanor  Ray,"Ray, Eleanor",,349427402,9.78035E+12,0,3.87,Piatkus,Kindle Edition,320,2021,2021,13/08/2021,11/08/2021,read,['N/A']
52258283,Breeda Looney Steps Forth,Oliver  Sands,"Sands, Oliver",,648744809,9.78065E+12,3,3.71,deGrevilo Publishing,ebook,300,2020,2020,09/08/2021,08/08/2021,read,['N/A']
54495628,Summerwater,Sarah Moss,"Moss, Sarah",,1529035449,,5,3.51,Picador ,Kindle Edition,208,2020,2020,07/08/2021,03/08/2021,read,['N/A']
36322832,Lullaby,Leïla Slimani,"Slimani, Leïla",Sam Taylor,,,0,3.4,Faber & Faber,Kindle Edition,202,2018,2016,03/08/2021,26/07/2021,read,['N/A']
15774206,My Cleaner,Maggie Gee,"Gee, Maggie",,,,0,3.67,Telegram,Kindle Edition,324,2012,2005,03/08/2021,21/07/2021,read,['N/A']
26530982,Fates and Furies,Lauren Groff,"Groff, Lauren",,,,0,3.58,Cornerstone Digital,Kindle Edition,402,2015,2015,03/08/2021,22/07/2021,read,['N/A']
54960245,The Best of Me,David Sedaris,"Sedaris, David",,140871387X,9.78141E+12,0,4.21,"Little, Brown Book Group",Kindle Edition,401,2020,2020,03/08/2021,27/07/2021,read,['Humor']
57119149,You Are Ready For Takeoff: A Short Trip,Susan Orlean,"Orlean, Susan",,1542030102,9.78154E+12,4,3.66,Amazon Original Stories,Kindle Edition,17,2021,2021,27/07/2021,27/07/2021,read,['N/A']
57112256,Before My Actual Heart Breaks,Tish Delaney,"Delaney, Tish",,,,0,4.26,Cornerstone Digital,Kindle Edition,372,2021,2021,20/07/2021,16/07/2021,read,['N/A']
56925518,Hot Stew,Fiona Mozley,"Mozley, Fiona",,152932730X,9.78153E+12,5,3.5,John Murray,ebook,279,2021,2021,16/07/2021,12/07/2021,read,['Fiction']
57845076,Milk Blood Heat,Dantiel W. Moniz,"Moniz, Dantiel W.",,1838950591,9.78184E+12,0,4.03,Atlantic Books,ebook,155,2021,2021,12/07/2021,03/07/2021,read,['Fiction']
45300595,Period. It's About Bloody Time,Emma Barnett,"Barnett, Emma",,8308098,9.78001E+12,0,3.93,HQ,Kindle Edition,311,2019,2019,07/07/2021,05/07/2021,read,['N/A']
39676520,A Ladder to the Sky,John Boyne,"Boyne, John",,,,0,4.21,Transworld Digital,Kindle Edition,368,2018,2018,03/07/2021,30/06/2021,read,['N/A']
38235357,Clock Dance,Anne Tyler,"Tyler, Anne",,1473556236,9.78147E+12,5,3.58,Vintage Digital,Kindle Edition,292,2018,2018,,12/06/2021,read,['Fiction']
57170001,The Frequency of Us,Keith Stuart,"Stuart, Keith",,,,0,3.97,Sphere,Kindle Edition,357,2021,2021,29/06/2021,26/06/2021,read,['N/A']
21116698,The Appearance of Truth,Rosemary J. Kind,"Kind, Rosemary J.",,,,0,4.03,Alfie Dog Fiction,Kindle Edition,375,2013,2013,24/06/2021,06/06/2021,read,['N/A']
33124287,Birdcage Walk,Helen Dunmore,"Dunmore, Helen",,,,0,3.68,Cornerstone Digital,Kindle Edition,408,2017,2017,24/06/2021,19/06/2021,read,['N/A']
56082786,From Something Old,Nick Alexander,"Alexander, Nick",,1542026830,9.78154E+12,0,4.18,Lake Union Publishing,Kindle Edition,383,2021,2021,,12/06/2021,read,['N/A']
23235226,Bad Feminist,Roxane Gay,"Gay, Roxane",,,,0,3.93,Corsair,Kindle Edition,339,2014,2014,06/06/2021,01/06/2021,read,['N/A']
36375633,How to Have a Brain Tumour,Anne E. Thompson,"Thompson, Anne E.",,,,4,3.96,,Kindle Edition,104,2017,,06/06/2021,05/06/2021,read,['N/A']
55029333,Where Hope Goes,Tim Cameron Long,"Long, Tim Cameron",,,,0,3.66,,Kindle Edition,292,2020,,05/06/2021,03/06/2021,read,['N/A']
25323905,The Glorious Heresies,Lisa McInerney,"McInerney, Lisa",,1444798871,9.78144E+12,0,3.76,John Murray,Kindle Edition,385,2015,2015,01/06/2021,21/05/2021,read,['Fiction']
57335196,We Run the Tides,Vendela Vida,"Vida, Vendela",,1786499592,9.78179E+12,0,3.65,Atlantic Books,Kindle Edition,277,2021,2021,01/06/2021,31/05/2021,read,['Fiction']
11450627,Still Alice,Lisa Genova,"Genova, Lisa",,,,0,4.32,Simon & Schuster,Kindle Edition,354,2010,2007,01/06/2021,28/05/2021,read,['N/A']
52164381,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,,,0,3.86,Trapeze,Kindle Edition,353,2020,2019,20/05/2021,18/05/2021,read,['N/A']
50276831,Tennis Lessons,Susannah  Dickey,"Dickey, Susannah",,,,0,3.42,Transworld Digital,Kindle Edition,240,2020,2020,20/05/2021,17/05/2021,read,['N/A']
12352335,Learning To Swim,Clare Chambers,"Chambers, Clare",,,,0,4.15,Cornerstone Digital,Kindle Edition,378,2011,2011,17/05/2021,15/05/2021,read,['N/A']
44660285,Mrs Everything,Jennifer Weiner,"Weiner, Jennifer",,349423881,9.78035E+12,0,3.85,Piatkus,Kindle Edition,497,2019,2019,08/05/2021,05/05/2021,read,['N/A']
46158079,Tiny Habits: The Small Changes That Change Everything,B.J.  Fogg,"Fogg, B.J.",,,,0,4.14,Virgin Digital,Kindle Edition,310,2019,2019,05/05/2021,28/01/2021,read,['N/A']
12669899,Back When We Were Grown-ups,Anne Tyler,"Tyler, Anne",,,,0,3.55,Vintage Digital,Kindle Edition,340,2008,2001,05/05/2021,28/04/2021,read,['N/A']
49535077,Madam,Phoebe Wynne,"Wynne, Phoebe",,152940875X,9.78153E+12,0,3.24,Quercus,Kindle Edition,400,2021,2021,28/04/2021,24/04/2021,read,['N/A']
49685670,Dear Edward,Ann Napolitano,"Napolitano, Ann",,,,0,4.08,Penguin,Kindle Edition,352,2020,2020,,24/04/2021,read,['N/A']
54641474,Anti-Social: The Secret Diary of an Anti-Social Behaviour Officer,Nick Pettigrew,"Pettigrew, Nick",,1473576393,9.78147E+12,0,3.97,Cornerstone Digital,Kindle Edition,384,2020,2020,,24/04/2021,read,['Biography & Autobiography']
28537446,Not Working,Lisa  Owens,"Owens, Lisa",,1509806571,9.78151E+12,0,2.98,Picador,Kindle Edition,256,2016,2016,,24/04/2021,read,['Fiction']
36567196,Sal,Mick Kitson,"Kitson, Mick",,1786891891,9.78179E+12,0,3.88,Canongate Books,Kindle Edition,173,2018,2018,,24/04/2021,read,['N/A']
21863030,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,7383533,,0,4.02,Fourth Estate,Kindle Edition,305,2014,2003,24/04/2021,11/04/2021,read,['N/A']
33289028,Tales From The Bedside: True Stories From A Night-Shift ICU Nurse,Stephanie Klipple,"Klipple, Stephanie",,,,0,3.48,"Stephanie Klipple, RN",Kindle Edition,69,2016,,24/04/2021,11/04/2021,read,['N/A']
36054954,When Never Comes,Barbara  Davis,"Davis, Barbara",,1503944883,9.7815E+12,0,4.18,Lake Union Publishing,Kindle Edition,369,2018,2018,24/04/2021,15/04/2021,read,['N/A']
49343950,The Last of the Moon Girls,Barbara  Davis,"Davis, Barbara",,1542006481,9.78154E+12,0,4.2,Lake Union Publishing,Kindle Edition,397,2020,2020,24/04/2021,17/04/2021,read,['N/A']
55035404,Growing Season,Seni Glaister,"Glaister, Seni",,8285047,9.78001E+12,0,3.03,HQ,Kindle Edition,368,2020,,,15/04/2021,read,['N/A']
19861393,Camberwell Beauty,Jenny Eclair,"Eclair, Jenny",,,,0,3.71,Sphere,Kindle Edition,415,2012,2000,,15/04/2021,read,['N/A']
40604197,Half a World Away,Mike Gayle,"Gayle, Mike",,,,0,4.13,Hodder & Stoughton,Kindle Edition,389,2019,2019,,15/04/2021,read,['N/A']
55107115,A Spell of Winter,Helen Dunmore,"Dunmore, Helen",,,,0,3.66,Penguin,Kindle Edition,322,2020,1995,11/04/2021,16/03/2021,read,['N/A']
13643133,Gone Girl,Gillian Flynn,"Flynn, Gillian",,,,0,4.14,Phoenix,Kindle Edition,512,2012,2012,11/04/2021,16/03/2021,read,['N/A']
54938929,Leave the World Behind,Rumaan Alam,"Alam, Rumaan",,1526633116,,0,3.16,Bloomsbury Publishing,Kindle Edition,232,2020,2020,11/04/2021,08/04/2021,read,['Fiction']
19003717,Container Gardening: The Beginner's Guide to Planting a Vegetable & Herb Garden without a Backyard (Quick and Easy Series),Dogwood Apps,"Apps, Dogwood",,,,4,4.04,,Kindle Edition,68,2013,2013,07/04/2021,07/04/2021,read,['N/A']
8722729,Susie Orbach on Eating,Susie Orbach,"Orbach, Susie",,,,0,3.76,,Kindle Edition,120,,2002,,04/03/2021,read,['N/A']
13109133,The Rain Before it Falls,Jonathan Coe,"Coe, Jonathan",,,,5,3.7,,Kindle Edition,278,,2007,03/03/2021,28/02/2021,read,['N/A']
51962594,The Catch,T.M. Logan,"Logan, T.M.",,1838771174,9.78184E+12,0,3.97,Zaffre,Kindle Edition,416,2020,2020,28/02/2021,26/02/2021,read,['Fiction']
52826760,Themes and Variations,David Sedaris,"Sedaris, David",,1542023076,9.78154E+12,0,4.21,Amazon Publishing,Kindle Edition,19,2020,2020,28/02/2021,28/02/2021,read,['N/A']
22060122,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,,,0,4.31,Penguin,Kindle Edition,528,2014,2014,26/02/2021,20/02/2021,read,['N/A']
37540763,29 Seconds,T.M. Logan,"Logan, T.M.",,1785770810,9.78179E+12,0,3.93,Zaffre,Kindle Edition,434,2018,2018,26/02/2021,25/02/2021,read,['Fiction']
38330784,The Psychology of Time Travel,Kate Mascarenhas,"Mascarenhas, Kate",,,,3,3.7,Head of Zeus,Kindle Edition,372,2018,2018,20/02/2021,15/02/2021,read,['N/A']
48496334,Piranesi,Susanna Clarke,"Clarke, Susanna",,,,0,4.23,Bloomsbury Publishing,Kindle Edition,273,2020,2020,,14/02/2021,read,['N/A']
54775867,The Magpie's Return,Curtis Smith,"Smith, Curtis",Peter Wright,,,4,4.09,Running Wild Press,Kindle Edition,0,2020,,14/02/2021,13/02/2021,read,['N/A']
